13 13 1
13 19 -0.0021295885499998
13 20 -0.0021295885499998
13 21 -0.014754222271266
13 22 0.029508444542533
13 25 -0.0019047619047619
13 28 0.00072168783648703
13 29 0.0027950849718747
14 10 -0.023094010767585
14 14 1
14 17 -0.0086066296582387
14 18 -0.0012422599874999
14 20 0.048795003647427
14 21 0.0070429521227376
14 24 -0.11547005383793
14 28 0.013228756555323
14 29 0.051234753829798
14 30 0.0083333333333333
15 15 1
15 16 0.0083333333333333
15 19 -0.016495721976846
15 22 0.0011904761904762
15 23 0.057735026918963
15 26 -0.10183501544346
15 27 0.0073493091974016
15 28 -0.11180339887499
15 29 0.028867513459481
16 15 0.0083333333333333
16 16 1
16 17 0.050917507721732
16 18 0.0073493091974016
16 20 0.0082478609884232
16 21 0.0011904761904762
16 23 -0.11547005383793
16 28 0.055901699437495
16 29 -0.014433756729741
17 1 0.050311529493745
17 4 0.0072618437741389
17 14 -0.0086066296582387
17 16 0.050917507721732
17 17 1
17 18 -0.11547005383793
17 23 0.0073493091974016
17 24 -0.0012422599874999
18 1 0.0072618437741389
18 3 0.0064951905283833
18 4 0.050311529493745
18 8 -0.10327955589886
18 14 -0.0012422599874999
18 16 0.0073493091974016
18 17 -0.11547005383793
18 18 1
18 23 0.050917507721732
18 24 -0.0086066296582387
18 27 0.0066666666666667
19 5 0.012677313820928
19 6 -0.00091490631838925
19 12 0.029508444542533
19 13 -0.0021295885499998
19 15 -0.016495721976846
19 19 1
19 22 0.057735026918963
19 23 0.0011904761904762
19 24 0.0070429521227376
19 30 -0.097590007294853
20 1 -0.0063386569104639
20 4 -0.00091490631838925
20 11 -0.014754222271266
20 13 -0.0021295885499998
20 14 0.048795003647427
20 16 0.0082478609884232
20 20 1
20 21 -0.11547005383793
20 23 0.0011904761904762
20 24 0.0070429521227376
21 1 -0.00091490631838925
21 3 -0.00081831708838497
21 4 -0.0063386569104639
21 11 -0.0021295885499998
21 13 -0.014754222271266
21 14 0.0070429521227376
21 16 0.0011904761904762
21 20 -0.11547005383793
21 21 1
21 22 0.0066666666666667
21 23 0.0082478609884232
21 24 0.048795003647427
21 25 -0.10327955589886
22 5 -0.00091490631838925
22 6 0.012677313820928
22 7 -0.00081831708838497
22 12 -0.0021295885499998
22 13 0.029508444542533
22 15 0.0011904761904762
22 19 0.057735026918963
22 21 0.0066666666666667
22 22 1
22 23 -0.016495721976846
22 24 -0.097590007294853
22 25 0.051639777949432
22 30 0.0070429521227376
23 8 0.0065734219812218
23 15 0.057735026918963
23 16 -0.11547005383793
23 17 0.0073493091974016
23 18 0.050917507721732
23 19 0.0011904761904762
23 20 0.0011904761904762
23 21 0.0082478609884232
23 22 -0.016495721976846
23 23 1
23 25 0.0010647942749999
23 26 0.0073493091974016
23 27 -0.10183501544346
23 28 0.0080687153045988
23 29 -0.0020833333333333
24 8 -0.0011111111111111
24 10 -0.0033333333333333
24 14 -0.11547005383793
24 17 -0.0012422599874999
24 18 -0.0086066296582387
24 19 0.0070429521227376
24 20 0.0070429521227376
24 21 0.048795003647427
24 22 -0.097590007294853
24 24 1
24 25 0.0062994078834871
24 26 -0.0012422599874999
24 27 0.017213259316477
24 28 0.0019094065395649
24 29 0.0073950997288745
24 30 0.057735026918963
25 2 -0.00080357142857143
25 3 -0.0063386569104639
25 4 -0.00081831708838497
25 6 -0.00081831708838497
25 7 0.012677313820928
25 13 -0.0019047619047619
25 21 -0.10327955589886
25 22 0.051639777949432
25 23 0.0010647942749999
25 24 0.0062994078834871
25 25 1
26 5 -0.10062305898749
26 6 0.0072618437741389
26 15 -0.10183501544346
26 23 0.0073493091974016
26 24 -0.0012422599874999
26 26 1
26 27 0.057735026918963
26 30 0.017213259316477
27 5 0.0072618437741389
27 6 -0.10062305898749
27 7 0.0064951905283833
27 8 0.051639777949432
27 15 0.0073493091974016
27 18 0.0066666666666667
27 23 -0.10183501544346
27 24 0.017213259316477
27 26 0.057735026918963
27 27 1
27 30 -0.0012422599874999
28 11 0.005
28 12 -0.01
28 13 0.00072168783648703
28 14 0.013228756555323
28 15 -0.11180339887499
28 16 0.055901699437495
28 23 0.0080687153045988
28 24 0.0019094065395649
28 28 1
28 30 -0.026457513110646
29 11 0.019364916731037
29 12 -0.038729833462074
29 13 0.0027950849718747
29 14 0.051234753829798
29 15 0.028867513459481
29 16 -0.014433756729741
29 23 -0.0020833333333333
29 24 0.0073950997288745
29 29 1
29 30 -0.1024695076596
30 10 0.04618802153517
30 14 0.0083333333333333
30 19 -0.097590007294853
30 22 0.0070429521227376
30 24 0.057735026918963
30 26 0.017213259316477
30 27 -0.0012422599874999
30 28 -0.026457513110646
30 29 -0.1024695076596
30 30 1
